price,area,bedrooms,bathrooms,stories,parking,mainroad_no,mainroad_yes,guestroom_no,guestroom_yes,basement_no,basement_yes,hotwaterheating_no,hotwaterheating_yes,airconditioning_no,airconditioning_yes,prefarea_no,prefarea_yes,furnishingstatus_furnished,furnishingstatus_semi-furnished,furnishingstatus_unfurnished
2.019811646830793,0.9268540164734641,0.04580048883518396,-0.5674192636359016,2.53202371213457,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False
1.9616892238139143,-0.10914962823816217,1.4325375119004806,1.427700082696784,0.22441012833299692,0.35597562605793237,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False
1.9035668007970352,0.4186258134073833,0.04580048883518396,3.42281942902947,0.22441012833299692,0.35597562605793237,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True
1.8648185187857826,0.8486650621556056,2.819274534965777,-0.5674192636359016,0.22441012833299692,0.35597562605793237,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False
1.8431969774235035,0.9268540164734641,0.04580048883518396,1.427700082696784,2.53202371213457,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False
1.8221954085734047,1.162398241356013,0.04580048883518396,1.427700082696784,1.3782169202337835,0.35597562605793237,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False
1.7873219547632773,1.9042159454466965,1.4325375119004806,1.427700082696784,2.53202371213457,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False
1.7776348842604641,0.4381730519868479,0.04580048883518396,-0.5674192636359016,2.53202371213457,1.5176924895404067,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True
1.7485736727520245,0.4381730519868479,1.4325375119004806,1.427700082696784,2.53202371213457,0.35597562605793237,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False
1.7291995317463982,0.7069475824544869,0.04580048883518396,-0.5674192636359016,0.22441012833299692,-0.8057412374245417,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
1.7098253907407719,0.6140981992020298,0.04580048883518396,1.427700082696784,2.53202371213457,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False
1.6323288267182665,0.6727399149404237,0.04580048883518396,1.427700082696784,2.53202371213457,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True
1.6323288267182665,0.4381730519868479,1.4325375119004806,1.427700082696784,2.53202371213457,1.5176924895404067,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False
1.5548322626957611,0.4381730519868479,1.4325375119004806,1.427700082696784,2.53202371213457,0.35597562605793237,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False
1.5548322626957611,0.4381730519868479,0.04580048883518396,1.427700082696784,1.3782169202337835,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False
1.5354581216901348,0.4381730519868479,0.04580048883518396,1.427700082696784,2.53202371213457,0.35597562605793237,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False
1.5160839806845086,0.7313816306788177,0.04580048883518396,-0.5674192636359016,2.53202371213457,2.679409353022881,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False
1.4967098396788823,-0.39258458764039955,0.04580048883518396,1.427700082696784,0.22441012833299692,0.35597562605793237,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True
1.477335698673256,1.1418736408475751,0.04580048883518396,1.427700082696784,-0.9293966635677897,-0.8057412374245417,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False
1.477335698673256,1.1418736408475751,0.04580048883518396,1.427700082696784,2.53202371213457,0.35597562605793237,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True
1.477335698673256,0.5969943654449982,0.04580048883518396,-0.5674192636359016,2.53202371213457,0.35597562605793237,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True
1.4385874166620032,0.4381730519868479,1.4325375119004806,1.427700082696784,2.53202371213457,0.35597562605793237,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False
1.4385874166620032,0.0227942321732242,0.04580048883518396,1.427700082696784,2.53202371213457,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False
1.4385874166620032,0.4381730519868479,0.04580048883518396,1.427700082696784,0.22441012833299692,0.35597562605793237,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False
1.4385874166620032,0.4381730519868479,0.04580048883518396,-0.5674192636359016,0.22441012833299692,0.35597562605793237,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True
1.434712588460878,3.09659749879404,1.4325375119004806,-0.5674192636359016,0.22441012833299692,0.35597562605793237,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False
1.380464993645124,1.9042159454466965,1.4325375119004806,1.427700082696784,2.53202371213457,0.35597562605793237,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False
1.3610908526394978,1.259157072324363,1.4325375119004806,1.427700082696784,2.53202371213457,0.35597562605793237,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False
1.3610908526394978,0.4381730519868479,0.04580048883518396,1.427700082696784,2.53202371213457,0.35597562605793237,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False
1.3223425706282452,0.4381730519868479,0.04580048883518396,1.427700082696784,0.22441012833299692,0.35597562605793237,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False
1.2835942886169924,1.8455742297083024,-1.3409365342301125,-0.5674192636359016,-0.9293966635677897,0.35597562605793237,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False
1.2835942886169924,0.5554564834636359,1.4325375119004806,1.427700082696784,0.22441012833299692,0.35597562605793237,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False
1.2642201476113661,0.6140981992020298,1.4325375119004806,1.427700082696784,1.3782169202337835,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False
1.2448460066057399,2.9670970432050865,0.04580048883518396,-0.5674192636359016,-0.9293966635677897,0.35597562605793237,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
1.2060977245944873,1.8455742297083024,0.04580048883518396,1.427700082696784,0.22441012833299692,0.35597562605793237,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False
1.2060977245944873,3.278777762354634,-1.3409365342301125,-0.5674192636359016,-0.9293966635677897,0.35597562605793237,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False
1.1867235835888608,1.2689306916140954,0.04580048883518396,1.427700082696784,-0.9293966635677897,1.5176924895404067,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True
1.1673494425832345,0.4381730519868479,0.04580048883518396,-0.5674192636359016,-0.9293966635677897,0.35597562605793237,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False
1.128601160571982,3.278777762354634,1.4325375119004806,1.427700082696784,0.22441012833299692,1.5176924895404067,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False
1.128601160571982,-0.5391888769863844,0.04580048883518396,1.427700082696784,0.22441012833299692,-0.8057412374245417,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False
1.1092270195663556,0.4381730519868479,1.4325375119004806,1.427700082696784,2.53202371213457,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True
1.089852878560729,-0.0407342932100359,0.04580048883518396,-0.5674192636359016,2.53202371213457,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True
1.0704787375551028,0.7313816306788177,-1.3409365342301125,1.427700082696784,2.53202371213457,-0.8057412374245417,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False
1.0511045965494765,-0.5196416384069198,0.04580048883518396,-0.5674192636359016,0.22441012833299692,0.35597562605793237,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False
1.0511045965494765,-0.41213182621986416,1.4325375119004806,1.427700082696784,0.22441012833299692,-0.8057412374245417,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False
1.0511045965494765,0.6434190570712267,0.04580048883518396,1.427700082696784,1.3782169202337835,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False
1.0511045965494765,0.682513534230156,0.04580048883518396,1.427700082696784,1.3782169202337835,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False
1.0511045965494765,0.29156876264086307,0.04580048883518396,-0.5674192636359016,-0.9293966635677897,1.5176924895404067,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False
1.0511045965494765,0.4381730519868479,0.04580048883518396,1.427700082696784,1.3782169202337835,-0.8057412374245417,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False
1.0394801119461008,0.4381730519868479,0.04580048883518396,-0.5674192636359016,0.22441012833299692,0.35597562605793237,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False
1.0317304555438502,-0.5391888769863844,0.04580048883518396,1.427700082696784,0.22441012833299692,0.35597562605793237,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
1.0317304555438502,2.637237392176621,0.04580048883518396,1.427700082696784,-0.9293966635677897,0.35597562605793237,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
1.012356314538224,0.4381730519868479,0.04580048883518396,1.427700082696784,2.53202371213457,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False
0.9736080325269711,-0.6564723084631723,0.04580048883518396,-0.5674192636359016,0.22441012833299692,1.5176924895404067,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False
0.9736080325269711,1.5377052220817342,0.04580048883518396,1.427700082696784,1.3782169202337835,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False
0.9736080325269711,0.7655892981928808,0.04580048883518396,-0.5674192636359016,1.3782169202337835,-0.8057412374245417,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True
0.9542338915213449,-0.558736115565849,0.04580048883518396,-0.5674192636359016,-0.9293966635677897,1.5176924895404067,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False
0.9542338915213449,1.1272132119129767,0.04580048883518396,-0.5674192636359016,-0.9293966635677897,1.5176924895404067,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True
0.9348597505157186,1.6989699403623175,2.819274534965777,3.42281942902947,0.22441012833299692,1.5176924895404067,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False
0.9348597505157186,-0.05050791249976822,0.04580048883518396,-0.5674192636359016,0.22441012833299692,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False
0.9232352659123427,0.80468377535181,-1.3409365342301125,-0.5674192636359016,-0.9293966635677897,1.5176924895404067,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False
0.9154856095100922,-0.14824410539709146,0.04580048883518396,1.427700082696784,2.53202371213457,-0.8057412374245417,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False
0.8573631864932132,1.0245902093707873,0.04580048883518396,1.427700082696784,-0.9293966635677897,2.679409353022881,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False
0.8573631864932132,0.4381730519868479,1.4325375119004806,1.427700082696784,2.53202371213457,0.35597562605793237,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False
0.8573631864932132,-0.49032078053772277,0.04580048883518396,1.427700082696784,1.3782169202337835,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False
0.8573631864932132,1.9042159454466965,0.04580048883518396,-0.5674192636359016,-0.9293966635677897,0.35597562605793237,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False
0.8573631864932132,0.6336454377814944,0.04580048883518396,-0.5674192636359016,-0.9293966635677897,0.35597562605793237,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False
0.8534883582920879,0.7313816306788177,0.04580048883518396,1.427700082696784,1.3782169202337835,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True
0.8379890454875869,0.4381730519868479,1.4325375119004806,-0.5674192636359016,1.3782169202337835,-0.8057412374245417,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True
0.8186149044819605,0.7313816306788177,0.04580048883518396,1.427700082696784,-0.9293966635677897,-0.8057412374245417,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True
0.8186149044819605,0.19383256974353985,0.04580048883518396,-0.5674192636359016,1.3782169202337835,0.35597562605793237,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True
0.7992407634763342,0.19383256974353985,0.04580048883518396,1.427700082696784,2.53202371213457,0.35597562605793237,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False
0.7992407634763342,0.6092113895571636,0.04580048883518396,1.427700082696784,1.3782169202337835,-0.8057412374245417,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False
0.7992407634763342,0.19383256974353985,0.04580048883518396,1.427700082696784,-0.9293966635677897,1.5176924895404067,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False
0.7798666224707078,-0.2948483947430763,0.04580048883518396,-0.5674192636359016,2.53202371213457,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True
0.7798666224707078,0.16939852151920906,1.4325375119004806,1.427700082696784,-0.9293966635677897,-0.8057412374245417,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False
0.7604924814650815,0.6434190570712267,0.04580048883518396,-0.5674192636359016,1.3782169202337835,-0.8057412374245417,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True
0.7508054109622684,-0.9105864099962127,1.4325375119004806,-0.5674192636359016,1.3782169202337835,0.35597562605793237,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False
0.7411183404594552,0.7387118451461169,1.4325375119004806,1.427700082696784,0.22441012833299692,0.35597562605793237,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False
0.7411183404594552,0.7313816306788177,0.04580048883518396,-0.5674192636359016,-0.9293966635677897,1.5176924895404067,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False
0.7411183404594552,1.5973242997491015,0.04580048883518396,-0.5674192636359016,1.3782169202337835,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True
0.73724351225833,-0.39258458764039955,2.819274534965777,1.427700082696784,0.22441012833299692,-0.8057412374245417,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False
0.73724351225833,2.2071981434283985,0.04580048883518396,-0.5674192636359016,-0.9293966635677897,1.5176924895404067,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False
0.7023700584482025,0.8291178235761408,-1.3409365342301125,-0.5674192636359016,-0.9293966635677897,1.5176924895404067,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False
0.7023700584482025,1.4155349809600803,0.04580048883518396,-0.5674192636359016,-0.9293966635677897,1.5176924895404067,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False
0.7023700584482025,0.8779859200248025,0.04580048883518396,1.427700082696784,-0.9293966635677897,-0.8057412374245417,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True
0.6636217764369499,-0.6857931663323692,1.4325375119004806,-0.5674192636359016,0.22441012833299692,-0.8057412374245417,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False
0.6636217764369499,0.6434190570712267,0.04580048883518396,-0.5674192636359016,-0.9293966635677897,-0.8057412374245417,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False
0.6636217764369499,0.9366276357631964,0.04580048883518396,-0.5674192636359016,-0.9293966635677897,1.5176924895404067,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False
0.6636217764369499,0.7020607728096206,0.04580048883518396,-0.5674192636359016,-0.9293966635677897,1.5176924895404067,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False
0.6636217764369499,1.0397393192698725,0.04580048883518396,-0.5674192636359016,0.22441012833299692,-0.8057412374245417,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False
0.6636217764369499,0.5622980169664484,1.4325375119004806,1.427700082696784,-0.9293966635677897,0.35597562605793237,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False
0.6636217764369499,1.0832319251091813,1.4325375119004806,1.427700082696784,0.22441012833299692,-0.8057412374245417,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False
0.6636217764369499,0.6947305583423214,0.04580048883518396,1.427700082696784,2.53202371213457,0.35597562605793237,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False
0.6597469482358246,3.278777762354634,0.04580048883518396,-0.5674192636359016,-0.9293966635677897,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False
0.6248734944256972,1.0050429707913227,0.04580048883518396,-0.5674192636359016,-0.9293966635677897,1.5176924895404067,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True
0.6248734944256972,0.682513534230156,0.04580048883518396,1.427700082696784,1.3782169202337835,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True
0.6209986662245719,0.19383256974353985,0.04580048883518396,-0.5674192636359016,1.3782169202337835,0.35597562605793237,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False
0.6209986662245719,3.1063711180837723,0.04580048883518396,-0.5674192636359016,1.3782169202337835,1.5176924895404067,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False
0.6171238380234466,-0.14824410539709146,0.04580048883518396,-0.5674192636359016,-0.9293966635677897,-0.8057412374245417,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True
0.5861252124144445,0.35411992609515,1.4325375119004806,-0.5674192636359016,2.53202371213457,-0.8057412374245417,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False
0.5861252124144445,0.04722828039755501,0.04580048883518396,-0.5674192636359016,1.3782169202337835,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False
0.5861252124144445,-0.14824410539709146,0.04580048883518396,-0.5674192636359016,1.3782169202337835,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True
0.5822503842133193,0.9268540164734641,0.04580048883518396,-0.5674192636359016,-0.9293966635677897,1.5176924895404067,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False
0.5667510714088182,0.4381730519868479,0.04580048883518396,1.427700082696784,2.53202371213457,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True
0.5473769304031919,0.14496447329487824,1.4325375119004806,1.427700082696784,0.22441012833299692,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True
0.5473769304031919,-0.22643305971495004,1.4325375119004806,-0.5674192636359016,0.22441012833299692,0.35597562605793237,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False
0.5473769304031919,-0.05050791249976822,0.04580048883518396,-0.5674192636359016,1.3782169202337835,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False
0.5473769304031919,0.6140981992020298,0.04580048883518396,-0.5674192636359016,-0.9293966635677897,1.5176924895404067,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False
0.5473769304031919,0.3404368590895247,0.04580048883518396,1.427700082696784,2.53202371213457,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True
0.498941577889126,0.7607024885480146,1.4325375119004806,1.427700082696784,0.22441012833299692,0.35597562605793237,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False
0.46988036638068653,2.637237392176621,1.4325375119004806,1.427700082696784,0.22441012833299692,0.35597562605793237,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False
0.46988036638068653,-0.14824410539709146,2.819274534965777,1.427700082696784,1.3782169202337835,-0.8057412374245417,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True
0.46988036638068653,-0.19711220184575307,1.4325375119004806,-0.5674192636359016,0.22441012833299692,0.35597562605793237,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False
0.46988036638068653,-0.05050791249976822,0.04580048883518396,-0.5674192636359016,2.53202371213457,-0.8057412374245417,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False
0.46988036638068653,2.637237392176621,-1.3409365342301125,-0.5674192636359016,-0.9293966635677897,0.35597562605793237,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False
0.46988036638068653,0.19383256974353985,0.04580048883518396,1.427700082696784,0.22441012833299692,0.35597562605793237,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False
0.46988036638068653,0.6140981992020298,0.04580048883518396,-0.5674192636359016,1.3782169202337835,-0.8057412374245417,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False
0.46988036638068653,0.7313816306788177,1.4325375119004806,1.427700082696784,-0.9293966635677897,-0.8057412374245417,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False
0.46988036638068653,0.01595269867041157,0.04580048883518396,-0.5674192636359016,0.22441012833299692,-0.8057412374245417,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True
0.4505062253750602,-0.3437164911917379,1.4325375119004806,-0.5674192636359016,0.22441012833299692,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False
0.4505062253750602,0.14496447329487824,2.819274534965777,-0.5674192636359016,0.22441012833299692,-0.8057412374245417,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False
0.43113208436943384,-0.8812655521270157,0.04580048883518396,3.42281942902947,0.22441012833299692,-0.8057412374245417,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False
0.43113208436943384,-0.7102272145567,0.04580048883518396,1.427700082696784,0.22441012833299692,1.5176924895404067,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False
0.43113208436943384,0.48704114843550955,0.04580048883518396,1.427700082696784,-0.9293966635677897,1.5176924895404067,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False
0.4272572561683086,0.8779859200248025,0.04580048883518396,-0.5674192636359016,-0.9293966635677897,-0.8057412374245417,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False
0.41175794336380755,-1.1172984579740513,1.4325375119004806,1.427700082696784,0.22441012833299692,0.35597562605793237,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False
0.41175794336380755,1.405761361670348,0.04580048883518396,-0.5674192636359016,-0.9293966635677897,1.5176924895404067,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False
0.3923838023581812,-0.9545676968000081,0.04580048883518396,1.427700082696784,-0.9293966635677897,-0.8057412374245417,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False
0.3923838023581812,0.5407960545290373,1.4325375119004806,-0.5674192636359016,2.53202371213457,-0.8057412374245417,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False
0.3923838023581812,0.48704114843550955,0.04580048883518396,-0.5674192636359016,1.3782169202337835,-0.8057412374245417,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False
