price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,mainroad_label,guestroom_label,basement_label,hotwaterheating_label,airconditioning_label,prefarea_label,furnishingstatus_label
6615000.0,4000.0,3,2.0,2,yes,no,yes,no,yes,1,no,semi-furnished,1,0,1,0,1,0,1
6615000.0,10500.0,3,2.0,1,yes,no,yes,no,yes,1,yes,furnished,1,0,1,0,1,1,0
6580000.0,6000.0,3,2.0,4,yes,no,no,no,yes,0,no,semi-furnished,1,0,0,0,1,0,1
6510000.0,3760.0,3,1.0,2,yes,no,no,yes,no,2,no,semi-furnished,1,0,0,1,0,0,1
6510000.0,8250.0,3,2.0,3,yes,no,no,no,yes,0,no,furnished,1,0,0,0,1,0,0
6510000.0,6670.0,3,1.0,3,yes,no,yes,no,no,0,yes,unfurnished,1,0,1,0,0,1,2
6475000.0,3960.0,3,1.0,1,yes,no,yes,no,no,2,no,semi-furnished,1,0,1,0,0,0,1
6475000.0,7410.0,3,1.0,1,yes,yes,yes,no,yes,2,yes,unfurnished,1,1,1,0,1,1,2
6440000.0,8580.0,5,3.0,2,yes,no,no,no,no,2,no,furnished,1,0,0,0,0,0,0
6440000.0,5000.0,3,1.0,2,yes,no,no,no,yes,0,no,semi-furnished,1,0,0,0,1,0,1
6419000.0,6750.0,2,1.0,1,yes,yes,yes,no,no,2,yes,furnished,1,1,1,0,0,1,0
6405000.0,4800.0,3,2.0,4,yes,yes,no,no,yes,0,no,furnished,1,1,0,0,1,0,0
6300000.0,7200.0,3,2.0,1,yes,no,yes,no,yes,3,no,semi-furnished,1,0,1,0,1,0,1
6300000.0,6000.0,4,2.0,4,yes,no,no,no,no,1,no,semi-furnished,1,0,0,0,0,0,1
6300000.0,4100.0,3,2.0,3,yes,no,no,no,yes,2,no,semi-furnished,1,0,0,0,1,0,1
6300000.0,9000.0,3,1.0,1,yes,no,yes,no,no,1,yes,furnished,1,0,1,0,0,1,0
6300000.0,6400.0,3,1.0,1,yes,yes,yes,no,yes,1,yes,semi-furnished,1,1,1,0,1,1,1
6293000.0,6600.0,3,2.0,3,yes,no,no,no,yes,0,yes,unfurnished,1,0,0,0,1,1,2
6265000.0,6000.0,4,1.0,3,yes,yes,yes,no,no,0,yes,unfurnished,1,1,1,0,0,1,2
6230000.0,6600.0,3,2.0,1,yes,no,yes,no,yes,0,yes,unfurnished,1,0,1,0,1,1,2
6230000.0,5500.0,3,1.0,3,yes,no,no,no,no,1,yes,unfurnished,1,0,0,0,0,1,2
6195000.0,5500.0,3,2.0,4,yes,yes,no,no,yes,1,no,semi-furnished,1,1,0,0,1,0,1
6195000.0,6350.0,3,2.0,3,yes,yes,no,no,yes,0,no,furnished,1,1,0,0,1,0,0
6195000.0,5500.0,3,2.0,1,yes,yes,yes,no,no,2,yes,furnished,1,1,1,0,0,1,0
6160000.0,4500.0,3,1.0,4,yes,no,no,no,yes,0,no,unfurnished,1,0,0,0,1,0,2
6160000.0,5450.0,4,2.0,1,yes,no,yes,no,yes,0,yes,semi-furnished,1,0,1,0,1,1,1
6125000.0,6420.0,3,1.0,3,yes,no,yes,no,no,0,yes,unfurnished,1,0,1,0,0,1,2
6107500.0,3240.0,4,1.0,3,yes,no,no,no,no,1,no,semi-furnished,1,0,0,0,0,0,1
6090000.0,6615.0,4,2.0,2,yes,yes,no,yes,no,1,no,semi-furnished,1,1,0,1,0,0,1
6090000.0,6600.0,3,1.0,1,yes,yes,yes,no,no,2,yes,semi-furnished,1,1,1,0,0,1,1
6090000.0,8372.0,3,1.0,3,yes,no,no,no,yes,2,no,unfurnished,1,0,0,0,1,0,2
6083000.0,4300.0,5,2.0,2,yes,no,no,no,no,0,no,furnished,1,0,0,0,0,0,0
6083000.0,9620.0,3,1.0,1,yes,no,yes,no,no,2,yes,furnished,1,0,1,0,0,1,0
6020000.0,6800.0,2,1.0,1,yes,yes,yes,no,no,2,no,furnished,1,1,1,0,0,0,0
6020000.0,8000.0,3,1.0,1,yes,yes,yes,no,yes,2,yes,semi-furnished,1,1,1,0,1,1,1
6020000.0,6900.0,3,2.0,1,yes,yes,yes,no,no,0,yes,unfurnished,1,1,1,0,0,1,2
5950000.0,3700.0,4,1.0,2,yes,yes,no,no,yes,0,no,furnished,1,1,0,0,1,0,0
5950000.0,6420.0,3,1.0,1,yes,no,yes,no,yes,0,yes,furnished,1,0,1,0,1,1,0
5950000.0,7020.0,3,1.0,1,yes,no,yes,no,yes,2,yes,semi-furnished,1,0,1,0,1,1,1
5950000.0,6540.0,3,1.0,1,yes,yes,yes,no,no,2,yes,furnished,1,1,1,0,0,1,0
5950000.0,7231.0,3,1.0,2,yes,yes,yes,no,yes,0,yes,semi-furnished,1,1,1,0,1,1,1
5950000.0,6254.0,4,2.0,1,yes,no,yes,no,no,1,yes,semi-furnished,1,0,1,0,0,1,1
5950000.0,7320.0,4,2.0,2,yes,no,no,no,no,0,no,furnished,1,0,0,0,0,0,0
5950000.0,6525.0,3,2.0,4,yes,no,no,no,no,1,no,furnished,1,0,0,0,0,0,0
5943000.0,11812.799999999967,3,1.0,1,yes,no,no,no,yes,2,no,semi-furnished,1,0,0,0,1,0,1
5880000.0,7160.0,3,1.0,1,yes,no,yes,no,no,2,yes,unfurnished,1,0,1,0,0,1,2
5880000.0,6500.0,3,2.0,3,yes,no,no,no,yes,0,no,unfurnished,1,0,0,0,1,0,2
5873000.0,5500.0,3,1.0,3,yes,yes,no,no,yes,1,no,furnished,1,1,0,0,1,0,0
5873000.0,11460.0,3,1.0,3,yes,no,no,no,no,2,yes,semi-furnished,1,0,0,0,0,1,1
5866000.0,4800.0,3,1.0,1,yes,yes,yes,no,no,0,no,unfurnished,1,1,1,0,0,0,2
5810000.0,5828.0,4,1.0,4,yes,yes,no,no,no,0,no,semi-furnished,1,1,0,0,0,0,1
5810000.0,5200.0,3,1.0,3,yes,no,no,no,yes,0,no,semi-furnished,1,0,0,0,1,0,1
5810000.0,4800.0,3,1.0,3,yes,no,no,no,yes,0,no,unfurnished,1,0,0,0,1,0,2
5803000.0,7000.0,3,1.0,1,yes,no,yes,no,no,2,yes,semi-furnished,1,0,1,0,0,1,1
5775000.0,6000.0,3,2.0,4,yes,no,no,no,yes,0,no,unfurnished,1,0,0,0,1,0,2
5740000.0,5400.0,4,2.0,2,yes,no,no,no,yes,2,no,unfurnished,1,0,0,0,1,0,2
5740000.0,4640.0,4,1.0,2,yes,no,no,no,no,1,no,semi-furnished,1,0,0,0,0,0,1
5740000.0,5000.0,3,1.0,3,yes,no,no,no,yes,0,no,semi-furnished,1,0,0,0,1,0,1
5740000.0,6360.0,3,1.0,1,yes,yes,yes,no,yes,2,yes,furnished,1,1,1,0,1,1,0
5740000.0,5800.0,3,2.0,4,yes,no,no,no,yes,0,no,unfurnished,1,0,0,0,1,0,2
5652500.0,6660.0,4,2.0,2,yes,yes,yes,no,no,1,yes,semi-furnished,1,1,1,0,0,1,1
5600000.0,10500.0,4,2.0,2,yes,no,no,no,no,1,no,semi-furnished,1,0,0,0,0,0,1
5600000.0,4800.0,5,2.0,3,no,no,yes,yes,no,0,no,unfurnished,0,0,1,1,0,0,2
5600000.0,4700.0,4,1.0,2,yes,yes,yes,no,yes,1,no,furnished,1,1,1,0,1,0,0
5600000.0,5000.0,3,1.0,4,yes,no,no,no,no,0,no,furnished,1,0,0,0,0,0,0
5600000.0,10500.0,2,1.0,1,yes,no,no,no,no,1,no,semi-furnished,1,0,0,0,0,0,1
5600000.0,5500.0,3,2.0,2,yes,no,no,no,no,1,no,semi-furnished,1,0,0,0,0,0,1
5600000.0,6360.0,3,1.0,3,yes,no,no,no,no,0,yes,semi-furnished,1,0,0,0,0,1,1
5600000.0,6600.0,4,2.0,1,yes,no,yes,no,no,0,yes,semi-furnished,1,0,1,0,0,1,1
5600000.0,5136.0,3,1.0,2,yes,yes,yes,no,yes,0,yes,unfurnished,1,1,1,0,1,1,2
5565000.0,4400.0,4,1.0,2,yes,no,no,no,yes,2,yes,semi-furnished,1,0,0,0,1,1,1
5565000.0,5400.0,5,1.0,2,yes,yes,yes,no,yes,0,yes,furnished,1,1,1,0,1,1,0
5530000.0,3300.0,3,3.0,2,yes,no,yes,no,no,0,no,semi-furnished,1,0,1,0,0,0,1
5530000.0,3650.0,3,2.0,2,yes,no,no,no,no,2,no,semi-furnished,1,0,0,0,0,0,1
5530000.0,6100.0,3,2.0,1,yes,no,yes,no,no,2,yes,furnished,1,0,1,0,0,1,0
5523000.0,6900.0,3,1.0,1,yes,yes,yes,no,no,0,yes,semi-furnished,1,1,1,0,0,1,1
5495000.0,2817.0,4,2.0,2,no,yes,yes,no,no,1,no,furnished,0,1,1,0,0,0,0
5495000.0,7980.0,3,1.0,1,yes,no,no,no,no,2,no,semi-furnished,1,0,0,0,0,0,1
5460000.0,3150.0,3,2.0,1,yes,yes,yes,no,yes,0,no,furnished,1,1,1,0,1,0,0
5460000.0,6210.0,4,1.0,4,yes,yes,no,no,yes,0,no,furnished,1,1,0,0,1,0,0
5460000.0,6100.0,3,1.0,3,yes,yes,no,no,yes,0,yes,semi-furnished,1,1,0,0,1,1,1
5460000.0,6600.0,4,2.0,2,yes,yes,yes,no,no,0,yes,semi-furnished,1,1,1,0,0,1,1
5425000.0,6825.0,3,1.0,1,yes,yes,yes,no,yes,0,yes,semi-furnished,1,1,1,0,1,1,1
5390000.0,6710.0,3,2.0,2,yes,yes,yes,no,no,1,yes,furnished,1,1,1,0,0,1,0
5383000.0,6450.0,3,2.0,1,yes,yes,yes,yes,no,0,no,unfurnished,1,1,1,1,0,0,2
5320000.0,7800.0,3,1.0,1,yes,no,yes,no,yes,2,yes,unfurnished,1,0,1,0,1,1,2
5285000.0,4600.0,2,2.0,1,yes,no,no,no,yes,2,no,semi-furnished,1,0,0,0,1,0,1
5250000.0,4260.0,4,1.0,2,yes,no,yes,no,yes,0,no,furnished,1,0,1,0,1,0,0
5250000.0,6540.0,4,2.0,2,no,no,no,no,yes,0,no,semi-furnished,0,0,0,0,1,0,1
5250000.0,5500.0,3,2.0,1,yes,no,yes,no,no,0,no,semi-furnished,1,0,1,0,0,0,1
5250000.0,10269.0,3,1.0,1,yes,no,no,no,no,1,yes,semi-furnished,1,0,0,0,0,1,1
5250000.0,8400.0,3,1.0,2,yes,yes,yes,no,yes,2,yes,unfurnished,1,1,1,0,1,1,2
5250000.0,5300.0,4,2.0,1,yes,no,no,no,yes,0,yes,unfurnished,1,0,0,0,1,1,2
5250000.0,3800.0,3,1.0,2,yes,yes,yes,no,no,1,yes,unfurnished,1,1,1,0,0,1,2
5250000.0,9800.0,4,2.0,2,yes,yes,no,no,no,2,no,semi-furnished,1,1,0,0,0,0,1
5250000.0,8520.0,3,1.0,1,yes,no,no,no,yes,2,no,furnished,1,0,0,0,1,0,0
5243000.0,6050.0,3,1.0,1,yes,no,yes,no,no,0,yes,semi-furnished,1,0,1,0,0,1,1
5229000.0,7085.0,3,1.0,1,yes,yes,yes,no,no,2,yes,semi-furnished,1,1,1,0,0,1,1
5215000.0,3180.0,3,2.0,2,yes,no,no,no,no,2,no,semi-furnished,1,0,0,0,0,0,1
5215000.0,4500.0,4,2.0,1,no,no,yes,no,yes,2,no,semi-furnished,0,0,1,0,1,0,1
5215000.0,7200.0,3,1.0,2,yes,yes,yes,no,no,1,yes,furnished,1,1,1,0,0,1,0
5145000.0,3410.0,3,1.0,2,no,no,no,no,yes,0,no,semi-furnished,0,0,0,0,1,0,1
5145000.0,7980.0,3,1.0,1,yes,no,no,no,no,1,yes,semi-furnished,1,0,0,0,0,1,1
5110000.0,3000.0,3,2.0,2,yes,yes,yes,no,no,0,no,furnished,1,1,1,0,0,0,0
5110000.0,3000.0,3,1.0,2,yes,no,yes,no,no,0,no,unfurnished,1,0,1,0,0,0,2
5110000.0,11410.0,2,1.0,2,yes,no,no,no,no,0,yes,furnished,1,0,0,0,0,1,0
5110000.0,6100.0,3,1.0,1,yes,no,yes,no,yes,0,yes,semi-furnished,1,0,1,0,1,1,1
5075000.0,5720.0,2,1.0,2,yes,no,no,no,yes,0,yes,unfurnished,1,0,0,0,1,1,2
5040000.0,3540.0,2,1.0,1,no,yes,yes,no,no,0,no,semi-furnished,0,1,1,0,0,0,1
5040000.0,7600.0,4,1.0,2,yes,no,no,no,yes,2,no,furnished,1,0,0,0,1,0,0
5040000.0,10700.0,3,1.0,2,yes,yes,yes,no,no,0,no,semi-furnished,1,1,1,0,0,0,1
5040000.0,6600.0,3,1.0,1,yes,yes,yes,no,no,0,yes,furnished,1,1,1,0,0,1,0
5033000.0,4800.0,2,1.0,1,yes,yes,yes,no,no,0,no,semi-furnished,1,1,1,0,0,0,1
5005000.0,8150.0,3,2.0,1,yes,yes,yes,no,no,0,no,semi-furnished,1,1,1,0,0,0,1
4970000.0,4410.0,4,3.0,2,yes,no,yes,no,no,2,no,semi-furnished,1,0,1,0,0,0,1
4970000.0,7686.0,3,1.0,1,yes,yes,yes,yes,no,0,no,semi-furnished,1,1,1,1,0,0,1
4956000.0,2800.0,3,2.0,2,no,no,yes,no,yes,1,no,semi-furnished,0,0,1,0,1,0,1
4935000.0,5948.0,3,1.0,2,yes,no,no,no,yes,0,no,semi-furnished,1,0,0,0,1,0,1
4907000.0,4200.0,3,1.0,2,yes,no,no,no,no,1,no,furnished,1,0,0,0,0,0,0
4900000.0,4520.0,3,1.0,2,yes,no,yes,no,yes,0,no,semi-furnished,1,0,1,0,1,0,1
4900000.0,4095.0,3,1.0,2,no,yes,yes,no,yes,0,no,semi-furnished,0,1,1,0,1,0,1
4900000.0,4120.0,2,1.0,1,yes,no,yes,no,no,1,no,semi-furnished,1,0,1,0,0,0,1
4900000.0,5400.0,4,1.0,2,yes,no,no,no,no,0,no,semi-furnished,1,0,0,0,0,0,1
4900000.0,4770.0,3,1.0,1,yes,yes,yes,no,no,0,no,semi-furnished,1,1,1,0,0,0,1
4900000.0,6300.0,3,1.0,1,yes,no,no,no,yes,2,no,semi-furnished,1,0,0,0,1,0,1
4900000.0,5800.0,2,1.0,1,yes,yes,yes,no,yes,0,no,semi-furnished,1,1,1,0,1,0,1
4900000.0,3000.0,3,1.0,2,yes,no,yes,no,yes,0,no,semi-furnished,1,0,1,0,1,0,1
4900000.0,2970.0,3,1.0,3,yes,no,no,no,no,0,no,semi-furnished,1,0,0,0,0,0,1
4900000.0,6720.0,3,1.0,1,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
4900000.0,4646.0,3,1.0,2,yes,yes,yes,no,no,2,no,semi-furnished,1,1,1,0,0,0,1
4900000.0,11812.799999999967,3,1.0,1,yes,no,no,no,no,2,no,furnished,1,0,0,0,0,0,0
4893000.0,3420.0,4,2.0,2,yes,no,yes,no,yes,2,no,semi-furnished,1,0,1,0,1,0,1
4893000.0,4995.0,4,2.0,1,yes,no,yes,no,no,0,no,semi-furnished,1,0,1,0,0,0,1
4865000.0,4350.0,2,1.0,1,yes,no,yes,no,no,0,no,unfurnished,1,0,1,0,0,0,2
4830000.0,4160.0,3,1.0,3,yes,no,no,no,no,0,no,unfurnished,1,0,0,0,0,0,2
4830000.0,6040.0,3,1.0,1,yes,no,no,no,no,2,yes,semi-furnished,1,0,0,0,0,1,1
4830000.0,6862.0,3,1.0,2,yes,no,no,no,yes,2,yes,furnished,1,0,0,0,1,1,0
4830000.0,4815.0,2,1.0,1,yes,no,no,no,yes,0,yes,semi-furnished,1,0,0,0,1,1,1
4795000.0,7000.0,3,1.0,2,yes,no,yes,no,no,0,no,unfurnished,1,0,1,0,0,0,2
4795000.0,8100.0,4,1.0,4,yes,no,yes,no,yes,2,no,semi-furnished,1,0,1,0,1,0,1
4767000.0,3420.0,4,2.0,2,yes,no,no,no,no,0,no,semi-furnished,1,0,0,0,0,0,1
4760000.0,9166.0,2,1.0,1,yes,no,yes,no,yes,2,no,semi-furnished,1,0,1,0,1,0,1
4760000.0,6321.0,3,1.0,2,yes,no,yes,no,yes,1,no,furnished,1,0,1,0,1,0,0
4760000.0,10240.0,2,1.0,1,yes,no,no,no,yes,2,yes,unfurnished,1,0,0,0,1,1,2
4753000.0,6440.0,2,1.0,1,yes,no,no,no,yes,3,no,semi-furnished,1,0,0,0,1,0,1
4690000.0,5170.0,3,1.0,4,yes,no,no,no,yes,0,no,semi-furnished,1,0,0,0,1,0,1
4690000.0,6000.0,2,1.0,1,yes,no,yes,no,yes,1,no,furnished,1,0,1,0,1,0,0
4690000.0,3630.0,3,1.0,2,yes,no,no,no,no,2,no,semi-furnished,1,0,0,0,0,0,1
4690000.0,9667.0,4,2.0,2,yes,yes,yes,no,no,1,no,semi-furnished,1,1,1,0,0,0,1
4690000.0,5400.0,2,1.0,2,yes,no,no,no,no,0,yes,semi-furnished,1,0,0,0,0,1,1
4690000.0,4320.0,3,1.0,1,yes,no,no,no,no,0,yes,semi-furnished,1,0,0,0,0,1,1
4655000.0,3745.0,3,1.0,2,yes,no,yes,no,no,0,no,furnished,1,0,1,0,0,0,0
4620000.0,4160.0,3,1.0,1,yes,yes,yes,no,yes,0,no,unfurnished,1,1,1,0,1,0,2
4620000.0,3880.0,3,2.0,2,yes,no,yes,no,no,2,no,semi-furnished,1,0,1,0,0,0,1
4620000.0,5680.0,3,1.0,2,yes,yes,no,no,yes,1,no,semi-furnished,1,1,0,0,1,0,1
4620000.0,2870.0,2,1.0,2,yes,yes,yes,no,no,0,yes,semi-furnished,1,1,1,0,0,1,1
4620000.0,5010.0,3,1.0,2,yes,no,yes,no,no,0,no,semi-furnished,1,0,1,0,0,0,1
4613000.0,4510.0,4,2.0,2,yes,no,yes,no,no,0,no,semi-furnished,1,0,1,0,0,0,1
4585000.0,4000.0,3,1.0,2,yes,no,no,no,no,1,no,furnished,1,0,0,0,0,0,0
4585000.0,3840.0,3,1.0,2,yes,no,no,no,no,1,yes,semi-furnished,1,0,0,0,0,1,1
4550000.0,3760.0,3,1.0,1,yes,no,no,no,no,2,no,semi-furnished,1,0,0,0,0,0,1
4550000.0,3640.0,3,1.0,2,yes,no,no,no,yes,0,no,furnished,1,0,0,0,1,0,0
4550000.0,2550.0,3,1.0,2,yes,no,yes,no,no,0,no,furnished,1,0,1,0,0,0,0
4550000.0,5320.0,3,1.0,2,yes,yes,yes,no,no,0,yes,semi-furnished,1,1,1,0,0,1,1
4550000.0,5360.0,3,1.0,2,yes,no,no,no,no,2,yes,unfurnished,1,0,0,0,0,1,2
4550000.0,3520.0,3,1.0,1,yes,no,no,no,no,0,yes,semi-furnished,1,0,0,0,0,1,1
